App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Id
Quiz: Logo game,GAME,4.5,306764,29.0,10000000.0,0,0.0,Everyone,Trivia,2018-08-03,1126
Jewels Legend - Match 3 Puzzle,GAME,4.6,280098,50.0,10000000.0,0,0.0,Everyone,Arcade,2018-07-20,1127
Bubble Shooter Genies,GAME,4.5,26985,41.0,5000000.0,0,0.0,Everyone,Casual,2018-06-04,1128
Blossom Blast Saga,GAME,4.5,1125438,63.0,10000000.0,0,0.0,Everyone,Casual,2018-07-05,1129
Candy Bomb,GAME,4.4,42145,20.0,10000000.0,0,0.0,Everyone,Casual;Brain Games,2018-07-04,1130
Gems or jewels ?,GAME,4.7,171448,13.0,10000000.0,0,0.0,Teen,Puzzle,2018-08-03,1131
Jewels classic Prince,GAME,4.4,47644,15.0,5000000.0,0,0.0,Everyone,Puzzle,2018-06-15,1132
Fruit Block - Puzzle Legend,GAME,4.6,125647,33.0,10000000.0,0,0.0,Everyone,Casual,2018-07-23,1133
1LINE – One Line with One Touch,GAME,4.6,214878,10.0,10000000.0,0,0.0,Everyone,Board,2018-08-03,1134
Stick War: Legacy,GAME,4.6,811040,77.0,10000000.0,0,0.0,Teen,Strategy,2018-05-10,1135
Super Jabber Jump 3,GAME,4.3,34494,23.0,5000000.0,0,0.0,Everyone 10+,Arcade,2018-07-11,1136
Rush,GAME,4.6,260651,51.0,10000000.0,0,0.0,Everyone,Arcade,2018-02-14,1137
Jetpack Joyride,GAME,4.4,4638163,96.0,100000000.0,0,0.0,Everyone 10+,Arcade,2018-07-19,1138
Racing in Car 2,GAME,4.3,234110,38.0,50000000.0,0,0.0,Everyone,Racing,2016-11-22,1139
Dog Run - Pet Dog Simulator,GAME,4.7,48615,24.0,10000000.0,0,0.0,Everyone,Simulation;Action & Adventure,2018-05-22,1140
Jewels Crush- Match 3 Puzzle,FAMILY,4.4,14774,19.0,1000000.0,0,0.0,Everyone,Casual;Brain Games,2018-07-23,1141
Coloring & Learn,FAMILY,4.4,12753,51.0,5000000.0,0,0.0,Everyone,Educational;Creativity,2018-07-17,1142
Mahjong,FAMILY,4.5,33983,22.0,5000000.0,0,0.0,Everyone,Puzzle;Brain Games,2018-08-02,1143
Super ABC! Learning games for kids! Preschool apps,FAMILY,4.6,20267,46.0,1000000.0,0,0.0,Everyone,Educational;Education,2018-07-16,1144
Toy Pop Cubes,FAMILY,4.5,5761,21.0,1000000.0,0,0.0,Everyone,Casual;Brain Games,2018-07-04,1145
Educational Games 4 Kids,FAMILY,4.3,11618,39.0,5000000.0,0,0.0,Everyone,Educational;Education,2018-04-03,1146
Candy Pop Story,FAMILY,4.7,12948,23.0,1000000.0,0,0.0,Everyone,Casual;Brain Games,2018-05-24,1147
Candy Smash,FAMILY,4.5,11436,15.0,1000000.0,0,0.0,Everyone,Casual;Brain Games,2018-04-17,1148
Happy Fruits Bomb - Cube Blast,FAMILY,4.5,2150,20.0,500000.0,0,0.0,Everyone,Casual;Brain Games,2018-02-01,1149
Princess Adventures Puzzles,FAMILY,4.4,382,44.0,500000.0,0,0.0,Everyone,Education;Creativity,2018-08-01,1150
Kids Educational Game 3 Free,FAMILY,4.3,24936,38.0,5000000.0,0,0.0,Everyone,Educational;Education,2018-05-16,1151
Puzzle Kids - Animals Shapes and Jigsaw Puzzles,FAMILY,4.6,1109,52.0,1000000.0,0,0.0,Everyone,Educational;Brain Games,2018-07-18,1152
Baby Panda Care,FAMILY,4.2,108795,49.0,10000000.0,0,0.0,Everyone,Educational;Pretend Play,2018-06-15,1153
Kids Educational :All in One,FAMILY,4.5,1455,8.9,500000.0,0,0.0,Everyone,Education;Education,2018-02-01,1154
Toca Kitchen 2,FAMILY,4.5,1014822,56.0,50000000.0,0,0.0,Everyone,Educational;Pretend Play,2017-06-29,1155
PJ Masks: Moonlight Heroes,FAMILY,4.4,86961,99.0,10000000.0,0,0.0,Everyone,Casual;Action & Adventure,2018-06-05,1156
Learn To Draw Glow Flower,FAMILY,4.4,7320,10.0,1000000.0,0,0.0,Everyone,Entertainment;Education,2017-07-07,1157
"No. Color - Color by Number, Number Coloring",FAMILY,4.8,269194,6.9,10000000.0,0,0.0,Everyone,Entertainment;Brain Games,2018-08-03,1158
Draw.ly - Color by Number Pixel Art Coloring,FAMILY,4.4,18616,10.0,1000000.0,0,0.0,Everyone,Casual;Education,2018-08-05,1159
Baby puzzles,FAMILY,4.3,11950,19.0,5000000.0,0,0.0,Everyone,Educational;Education,2018-07-12,1160
Garden Fruit Legend,FAMILY,4.6,4289,33.0,500000.0,0,0.0,Everyone,Casual;Brain Games,2018-07-31,1161
Candy Day,FAMILY,4.5,11716,48.0,1000000.0,0,0.0,Everyone,Casual;Brain Games,2018-08-03,1162
Learn To Draw Glow Princess,FAMILY,4.5,3323,9.6,1000000.0,0,0.0,Everyone,Casual;Pretend Play,2017-07-14,1163
Barbie Magical Fashion,FAMILY,4.0,328619,15.0,10000000.0,0,0.0,Everyone,Casual;Creativity,2017-10-06,1164
Piano Kids - Music & Songs,FAMILY,4.6,46741,50.0,10000000.0,0,0.0,Everyone,Music;Music & Video,2018-08-03,1165
Farming Simulator 14,FAMILY,4.5,530854,51.0,10000000.0,0,0.0,Everyone,Simulation;Action & Adventure,2017-07-17,1166
Educational Games for Kids,FAMILY,4.5,7050,24.0,1000000.0,0,0.0,Everyone,Educational;Education,2018-05-27,1167
Fruit Boom,FAMILY,4.4,17753,16.0,1000000.0,0,0.0,Everyone,Casual;Brain Games,2018-05-25,1168
Baby Tiger Care - My Cute Virtual Pet Friend,FAMILY,4.5,432,63.0,100000.0,0,0.0,Everyone 10+,Educational;Education,2018-07-27,1169
Strawberry Shortcake Ice Cream Island,FAMILY,4.2,32029,15.0,5000000.0,0,0.0,Everyone,Casual;Pretend Play,2017-11-06,1170
Rhythm Patrol,FAMILY,4.3,4207,26.0,100000.0,0,0.0,Everyone,Music;Music & Video,2018-07-23,1171
Kiddopia - Preschool Learning Games,FAMILY,4.5,64,81.0,10000.0,0,0.0,Everyone,Educational;Education,2018-07-18,1172
Toca Mystery House,FAMILY,4.2,96,79.0,5000.0,1,3.99,Everyone,Educational;Creativity,2018-06-14,1173
Papumba Academy - Fun Learning For Kids,FAMILY,4.4,496,94.0,100000.0,0,0.0,Everyone,Education;Education,2018-07-11,1174
Drawing for Kids Learning Games for Toddlers age 3,FAMILY,4.6,29436,43.0,1000000.0,0,0.0,Everyone,Educational;Education,2018-03-21,1175
Baby Panda’s Juice Shop,FAMILY,4.5,19230,45.0,5000000.0,0,0.0,Everyone,Educational;Brain Games,2018-07-12,1176
Dr. Panda Restaurant 3,FAMILY,4.2,11126,91.0,1000000.0,0,0.0,Everyone,Educational;Pretend Play,2018-03-23,1177
LEGO® Friends: Heartlake Rush,FAMILY,4.5,23671,91.0,1000000.0,0,0.0,Everyone,Arcade;Pretend Play,2018-07-31,1178
Baby ABC in box! Kids alphabet games for toddlers!,FAMILY,4.6,9652,53.0,1000000.0,0,0.0,Everyone,Educational;Education,2018-07-16,1179
Henry Danger Crime Warp,FAMILY,4.6,9626,28.0,1000000.0,0,0.0,Everyone,Action;Action & Adventure,2018-02-07,1180
Thomas & Friends: Race On!,FAMILY,4.1,29319,26.0,5000000.0,0,0.0,Everyone,Casual;Action & Adventure,2018-05-18,1181
Super School: Educational Kids Games & Rhymes,FAMILY,4.5,1791,56.0,500000.0,0,0.0,Everyone,Education;Education,2018-06-02,1182
Fruit Cube Blast,FAMILY,4.6,9199,80.0,500000.0,0,0.0,Everyone,Puzzle;Brain Games,2018-08-03,1183
Toddler Kids Puzzles PUZZINGO,FAMILY,4.6,14014,60.0,1000000.0,0,0.0,Everyone,Education;Education,2018-07-06,1184
Intellijoy Early Learning Academy,FAMILY,4.3,160,67.0,50000.0,0,0.0,Everyone,Education;Education,2018-06-18,1185
Dr. Panda Town: Vacation,FAMILY,3.8,10366,78.0,1000000.0,0,0.0,Everyone,Education;Pretend Play,2018-07-24,1186
Leo and Tig,FAMILY,4.5,47644,27.0,1000000.0,0,0.0,Everyone,Adventure;Action & Adventure,2018-05-31,1187
Fuzzy Seasons: Animal Forest,FAMILY,4.8,12137,63.0,100000.0,0,0.0,Everyone 10+,Simulation;Pretend Play,2018-08-06,1188
Montessori Preschool,FAMILY,3.9,237,26.0,100000.0,0,0.0,Everyone,Education;Education,2018-07-12,1189
Kids Corner: Interactive Tales and Games for kids,FAMILY,4.5,6404,46.0,500000.0,0,0.0,Everyone,Educational;Brain Games,2018-07-16,1190
Cutie Cubies,FAMILY,4.4,6356,83.0,500000.0,0,0.0,Everyone,Puzzle;Creativity,2018-07-04,1191
My Little Princess : Stores,FAMILY,4.3,169,60.0,5000.0,1,2.99,Everyone,Educational;Pretend Play,2018-05-25,1192
Sago Mini Big City,FAMILY,4.2,8,44.0,1000.0,1,3.99,Everyone,Education;Pretend Play,2018-07-09,1193
Pinkalicious Party,FAMILY,3.0,2,82.0,500.0,1,2.99,Everyone,Educational;Creativity,2018-06-25,1194
Moana Island Life,FAMILY,4.1,15246,78.0,1000000.0,0,0.0,Everyone,Simulation;Action & Adventure,2017-07-12,1195
My Oasis - Calming and Relaxing Idle Clicker Game,FAMILY,4.6,106750,94.0,1000000.0,0,0.0,Everyone,Simulation;Action & Adventure,2018-06-29,1196
My Little Pony Rainbow Runners,FAMILY,4.3,33785,16.0,5000000.0,0,0.0,Everyone,Casual;Action & Adventure,2017-12-20,1197
Extreme Racing 2 - Real driving RC cars game!,FAMILY,4.3,4207,93.0,500000.0,0,0.0,Everyone,Racing;Action & Adventure,2017-08-31,1198
Cars: Lightning League,FAMILY,4.5,58795,77.0,10000000.0,0,0.0,Everyone,Racing;Action & Adventure,2018-05-21,1199
Little Panda Run,FAMILY,4.2,3235,32.0,1000000.0,0,0.0,Everyone,Educational;Action & Adventure,2018-06-20,1200
Snoopy's Town Tale - City Building Simulator,FAMILY,4.2,47031,58.0,1000000.0,0,0.0,Everyone,Simulation;Action & Adventure,2018-07-30,1201
Car Racing game for Kids - Beepzz Dogs 🐕,FAMILY,4.4,131,48.0,100000.0,0,0.0,Everyone,Racing;Action & Adventure,2018-06-13,1202
Pony Friends 🦄 - Beepzz racing game for kids,FAMILY,4.5,114,69.0,50000.0,0,0.0,Everyone,Racing;Action & Adventure,2018-06-13,1203
LEGO® Juniors Create & Cruise,FAMILY,4.1,673203,73.0,50000000.0,0,0.0,Everyone,Educational;Action & Adventure,2018-01-19,1204
Xtreme Racing 2018 - Jeep & 4x4 off road simulator,FAMILY,4.2,2178,99.0,500000.0,0,0.0,Everyone,Racing;Action & Adventure,2017-08-23,1205
Thomas & Friends: Go Go Thomas,FAMILY,4.1,175625,16.0,10000000.0,0,0.0,Everyone,Racing;Action & Adventure,2017-11-22,1206
Ninja Dash - Ronin Jump RPG,FAMILY,4.7,8508,54.0,500000.0,0,0.0,Everyone 10+,Arcade;Action & Adventure,2018-08-02,1207
Paw Patrol by ShuffleCards,FAMILY,4.3,3484,56.0,1000000.0,0,0.0,Everyone,Entertainment;Action & Adventure,2017-03-07,1208
Plants vs. Zombies™ Heroes,FAMILY,4.4,379415,68.0,10000000.0,0,0.0,Everyone,Casual;Action & Adventure,2018-06-26,1209
Transformers Rescue Bots: Disaster Dash,FAMILY,4.4,19245,25.0,1000000.0,0,0.0,Everyone,Casual;Action & Adventure,2018-03-28,1210
PAC-MAN Pop,FAMILY,4.3,24877,54.0,5000000.0,0,0.0,Everyone,Puzzle;Action & Adventure,2018-06-20,1211
Little Fire Station,FAMILY,4.2,3762,44.0,1000000.0,0,0.0,Everyone,Education;Action & Adventure,2018-07-02,1212
Ice Cream Jump,FAMILY,4.2,141363,8.7,10000000.0,0,0.0,Everyone,Casual;Action & Adventure,2018-01-21,1213
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584,91.0,10000000.0,0,0.0,Everyone,Simulation;Action & Adventure,2018-08-02,1214
Turbo FAST,FAMILY,4.3,1329192,97.0,50000000.0,0,0.0,Everyone,Racing;Action & Adventure,2017-10-04,1215
My Little Pony: Harmony Quest,FAMILY,4.1,148295,26.0,10000000.0,0,0.0,Everyone,Casual;Action & Adventure,2018-03-05,1216
Transformers Rescue Bots: Hero Adventures,FAMILY,4.2,41273,16.0,5000000.0,0,0.0,Everyone,Adventure;Action & Adventure,2018-07-05,1217
Equestria Girls,FAMILY,4.3,392596,53.0,10000000.0,0,0.0,Everyone,Role Playing;Action & Adventure,2016-07-22,1218
Disney Crossy Road,FAMILY,4.5,514088,83.0,10000000.0,0,0.0,Everyone,Arcade;Action & Adventure,2018-05-30,1219
Touch Racing 2 - Mini RC Race,FAMILY,4.1,41867,78.0,1000000.0,0,0.0,Everyone,Racing;Action & Adventure,2017-05-18,1220
Doctor Pets,FAMILY,4.2,23060,21.0,1000000.0,0,0.0,Everyone,Educational;Education,2018-07-26,1221
Supermarket – Game for Kids,FAMILY,4.4,112080,26.0,10000000.0,0,0.0,Everyone,Casual;Pretend Play,2018-07-26,1222
Supermarket Manager: Cashier Simulator Kids Games,FAMILY,4.0,15489,60.0,1000000.0,0,0.0,Everyone,Casual;Pretend Play,2017-10-11,1223
Kids Animals Jigsaw Puzzles 😄,FAMILY,4.1,51895,22.0,10000000.0,0,0.0,Everyone,Educational;Brain Games,2018-06-16,1224
Inside Out Thought Bubbles,FAMILY,4.4,623398,58.0,10000000.0,0,0.0,Everyone,Puzzle;Brain Games,2017-08-31,1225
Monster High™,FAMILY,4.1,66661,22.0,5000000.0,0,0.0,Everyone,Casual;Pretend Play,2018-02-02,1226
Cute Pet Puppies,FAMILY,4.0,10447,36.0,1000000.0,0,0.0,Everyone,Simulation;Action & Adventure,2016-02-18,1227
Frozen Free Fall,FAMILY,4.3,1574197,37.0,50000000.0,0,0.0,Everyone,Puzzle;Action & Adventure,2018-07-27,1228
Monster High™ Minis Mania,FAMILY,4.6,19170,70.0,1000000.0,0,0.0,Everyone,Strategy;Action & Adventure,2017-03-15,1229
Shopkins World!,FAMILY,4.3,169609,34.0,10000000.0,0,0.0,Everyone,Arcade;Action & Adventure,2018-06-13,1230
Monica Toy TV,FAMILY,4.7,6188,49.0,500000.0,0,0.0,Everyone 10+,Entertainment;Music & Video,2018-04-03,1231
Toy Guitar with songs for kids,FAMILY,4.3,1369,9.8,500000.0,0,0.0,Everyone,Music & Audio;Music & Video,2016-03-05,1232
Endless Numbers,FAMILY,4.4,2952,37.0,500000.0,0,0.0,Everyone,Education;Education,2018-06-19,1233
Sworkit Kids - Fitness Meets Fun,FAMILY,4.7,9856,55.0,100000.0,0,0.0,Everyone,Health & Fitness;Education,2016-02-02,1234
Earth to Luna! Watch and Play,FAMILY,3.9,10753,84.0,1000000.0,0,0.0,Everyone,Educational;Education,2018-07-23,1235
Nancy Drew Codes and Clues,FAMILY,4.1,154,16.0,10000.0,0,0.0,Everyone,Educational;Education,2017-01-13,1236
Masha and the Bear Child Games,FAMILY,4.1,288523,92.0,10000000.0,0,0.0,Everyone,Adventure;Education,2018-05-08,1237
codeSpark Academy & The Foos,FAMILY,4.1,4522,57.0,500000.0,0,0.0,Everyone,Educational;Education,2018-06-21,1238
LEGO® Friends,FAMILY,4.4,854,6.9,10000.0,1,4.99,Everyone,Casual;Pretend Play,2015-12-01,1239
My Little Work – Garage,FAMILY,4.3,560,44.0,10000.0,1,3.99,Everyone,Casual;Education,2015-06-17,1240
"Alizay, pirate girl",FAMILY,4.5,197,11.0,1000.0,1,2.99,Everyone,Casual;Action & Adventure,2017-03-23,1241
Word Search Games in english,FAMILY,4.3,63186,16.0,10000000.0,0,0.0,Everyone,Puzzle;Brain Games,2018-07-12,1242
Chess Free,FAMILY,4.3,23772,17.0,5000000.0,0,0.0,Everyone,Board;Brain Games,2017-08-02,1243
Tic Tac Toe,FAMILY,4.1,6007,18.0,1000000.0,0,0.0,Everyone,Board;Action & Adventure,2017-07-03,1244
Dominos Game ✔️,FAMILY,4.1,2903,16.0,1000000.0,0,0.0,Everyone,Board;Brain Games,2018-07-05,1245
Checkers ✔️,FAMILY,4.1,3617,19.0,1000000.0,0,0.0,Everyone,Board;Brain Games,2018-07-24,1246
Crazy Colors: Bubbles Matching,FAMILY,4.6,3063,1.6,100000.0,0,0.0,Everyone,Board;Brain Games,2018-05-24,1247
Chess for Kids - Play & Learn,FAMILY,4.1,3234,47.0,100000.0,0,0.0,Everyone,Puzzle;Brain Games,2018-05-15,1248
Block Puzzle : Night in Egypt,FAMILY,4.4,276,16.0,50000.0,0,0.0,Everyone,Puzzle;Brain Games,2017-09-12,1249
Mosaic puzzles,FAMILY,4.4,1595,14.0,500000.0,0,0.0,Everyone,Puzzle;Brain Games,2018-07-04,1250
RISK: Global Domination,FAMILY,4.0,68559,75.0,5000000.0,0,0.0,Everyone,Board;Action & Adventure,2018-07-31,1251
Pino chess,FAMILY,4.8,61,25.0,1000.0,0,0.0,Everyone,Casual;Brain Games,2017-01-26,1252
Chess PRO Free,FAMILY,3.8,1123,5.7,100000.0,0,0.0,Everyone,Board;Brain Games,2016-09-08,1253
All-in-One Mahjong 3 FREE,FAMILY,4.5,566,17.0,50000.0,0,0.0,Everyone,Board;Brain Games,2018-06-13,1254
Hactar Go,FAMILY,4.8,97,3.5,1000.0,1,2.99,Everyone,Board;Brain Games,2018-03-30,1255
All-in-One Mahjong 3,FAMILY,4.4,38,16.0,100.0,1,0.99,Everyone,Board;Brain Games,2018-06-14,1256
World Racers family board game,FAMILY,4.8,4,42.0,100.0,1,0.99,Everyone,Board;Pretend Play,2015-09-03,1257
SweetLand — Family Board Game,FAMILY,4.2,38,47.0,1000.0,1,0.99,Everyone,Casual;Pretend Play,2014-11-14,1258
Steam: Rails to Riches,FAMILY,4.2,214,67.0,5000.0,1,4.99,Everyone,Board;Brain Games,2017-12-13,1259
Whoowasit? - Best kids game!,FAMILY,4.0,248,26.0,5000.0,1,2.99,Everyone,Board;Action & Adventure,2018-07-24,1260
Lanterns: The Harvest Festival,FAMILY,4.7,185,72.0,1000.0,1,4.99,Everyone,Board;Brain Games,2018-05-01,1261
Tsuro - The Game of the Path,FAMILY,4.7,2195,37.0,10000.0,1,2.99,Everyone,Board;Brain Games,2016-08-02,1262
THE aMAZEing Labyrinth,FAMILY,3.9,1615,1.2,10000.0,1,4.99,Everyone,Board;Brain Games,2016-02-09,1263
Chess and Mate,FAMILY,4.5,359,17.0,5000.0,1,4.99,Everyone,Board;Brain Games,2015-08-12,1264
Kids Balloon Pop Game Free 🎈,FAMILY,4.1,38021,19.0,10000000.0,0,0.0,Everyone,Casual;Music & Video,2018-07-06,1265
Sounds for Toddlers FREE,FAMILY,4.4,6190,23.0,1000000.0,0,0.0,Everyone,Educational;Education,2015-08-24,1266
Elmo Calls by Sesame Street,FAMILY,3.9,6903,25.0,1000000.0,0,0.0,Everyone,Educational;Pretend Play,2018-01-31,1267
Sago Mini Friends,FAMILY,4.4,13155,83.0,1000000.0,0,0.0,Everyone,Education;Pretend Play,2016-06-16,1268
Tee and Mo Bath Time Free,FAMILY,3.6,418,97.0,100000.0,0,0.0,Everyone,Educational;Education,2016-11-07,1269
Bita and the Animals - Pelos Ares,FAMILY,4.4,1160,37.0,100000.0,0,0.0,Everyone,Education;Music & Video,2013-05-22,1270
TO-FU Oh!SUSHI,FAMILY,4.1,59917,92.0,5000000.0,0,0.0,Everyone,Education;Pretend Play,2018-07-31,1271
DreamWorks Friends,FAMILY,3.6,1042,48.0,100000.0,0,0.0,Everyone,Role Playing;Pretend Play,2017-08-04,1272
Avokiddo Emotions,FAMILY,4.6,73,12.0,1000.0,1,2.99,Everyone,Education;Pretend Play,2018-05-21,1273
Nighty Night Circus,FAMILY,4.3,382,15.0,10000.0,1,2.99,Everyone,Education;Action & Adventure,2017-03-07,1274
Sago Mini Babies,FAMILY,4.5,253,83.0,10000.0,1,3.99,Everyone,Education;Pretend Play,2016-10-28,1275
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3396,9.5,50000.0,1,3.99,Everyone,Casual;Pretend Play,2014-12-09,1276
Barbie Life™,FAMILY,3.9,133117,63.0,5000000.0,0,0.0,Everyone,Casual;Pretend Play,2018-07-12,1277
Palace Pets in Whisker Haven,FAMILY,4.1,47213,14.0,5000000.0,0,0.0,Everyone,Entertainment;Pretend Play,2017-12-09,1278
Sweet Baby Girl - Dream House and Play Time,FAMILY,3.9,95537,58.0,10000000.0,0,0.0,Everyone,Educational;Education,2018-07-13,1279
Hello Kitty Lunchbox,FAMILY,4.2,51838,15.0,5000000.0,0,0.0,Everyone,Casual;Creativity,2017-11-21,1280
Sweet Baby Girl Newborn Baby,FAMILY,3.8,36028,50.0,5000000.0,0,0.0,Everyone,Educational;Education,2018-07-02,1281
COOKING MAMA Let's Cook!,FAMILY,4.3,528745,59.0,10000000.0,0,0.0,Everyone,Educational;Pretend Play,2018-07-26,1282
Ever After High™ Charmed Style,FAMILY,3.9,44062,54.0,1000000.0,0,0.0,Everyone,Casual;Pretend Play,2016-12-30,1283
Mad Libs,FAMILY,4.0,8126,61.0,1000000.0,0,0.0,Everyone,Entertainment;Brain Games,2018-07-31,1284
ABCmouse.com,FAMILY,4.3,50887,91.0,5000000.0,0,0.0,Everyone,Education;Education,2018-07-03,1285
My Little Pony Celebration,FAMILY,4.3,63160,17.0,1000000.0,0,0.0,Everyone,Simulation;Pretend Play,2016-07-22,1286
Thomas & Friends: Delivery,FAMILY,4.2,28737,17.0,1000000.0,0,0.0,Everyone,Casual;Action & Adventure,2016-02-05,1287
Nasty Goats,FAMILY,4.3,45579,64.0,1000000.0,0,0.0,Everyone,Arcade;Action & Adventure,2016-04-14,1288
Starfall Free & Member,FAMILY,4.2,19720,41.0,1000000.0,0,0.0,Everyone,Education;Education,2017-11-07,1289
Animal Jam - Play Wild!,FAMILY,4.6,361970,58.0,5000000.0,0,0.0,Everyone,Casual;Pretend Play,2018-08-02,1290
Video Editor,FAMILY,4.1,159619,23.0,5000000.0,0,0.0,Everyone,Video Players & Editors;Creativity,2018-07-17,1291
Real Racing 3,FAMILY,4.5,354384,71.0,10000000.0,0,0.0,Everyone,Racing;Action & Adventure,2018-07-02,1292
Card Wars - Adventure Time,FAMILY,4.3,129603,23.0,1000000.0,1,2.99,Everyone 10+,Card;Action & Adventure,2016-02-11,1293
Monash Uni Low FODMAP Diet,MEDICAL,4.2,1135,12.0,100000.0,1,9.0,Everyone,Medical,2018-07-16,1294
iBP Blood Pressure,MEDICAL,4.4,578,0.7040000000000001,10000.0,1,0.99,Everyone,Medical,2014-11-30,1295
Pedi STAT,MEDICAL,4.6,129,2.9,10000.0,1,5.49,Everyone,Medical,2018-04-06,1296
ASCCP Mobile,MEDICAL,4.5,63,25.0,10000.0,1,9.99,Everyone,Medical,2016-10-03,1297
Paramedic Protocol Provider,MEDICAL,4.5,171,20.0,10000.0,1,10.0,Everyone 10+,Medical,2017-09-21,1298
MommyMeds,MEDICAL,3.2,45,21.0,5000.0,1,3.99,Everyone,Medical,2017-11-15,1299
Medical ID - In Case of Emergency (ICE),MEDICAL,4.6,717,5.4,5000.0,1,5.99,Everyone,Medical,2018-05-31,1300
Human Anatomy Atlas 2018: Complete 3D Human Body,MEDICAL,4.5,2921,25.0,100000.0,1,24.99,Everyone,Medical,2018-05-25,1301
Essential Anatomy 3,MEDICAL,4.1,1533,42.0,50000.0,1,11.99,Mature 17+,Medical,2014-08-07,1302
Vargo Anesthesia Mega App,MEDICAL,4.6,92,32.0,1000.0,1,79.99,Everyone,Medical,2018-06-18,1303
EMT Review Plus,MEDICAL,4.5,199,1.8,10000.0,1,11.99,Everyone,Medical,2018-06-27,1304
Muscle Trigger Point Anatomy,MEDICAL,4.4,1361,33.0,50000.0,1,2.99,Everyone,Medical,2018-07-17,1305
2017 EMRA Antibiotic Guide,MEDICAL,4.4,12,3.8,1000.0,1,16.99,Everyone,Medical,2017-01-27,1306
ASRA Coags,MEDICAL,4.4,15,5.8,1000.0,1,3.99,Everyone,Medical,2018-08-01,1307
IBM Micromedex Drug Info,MEDICAL,3.8,206,9.5,10000.0,1,2.99,Everyone,Medical,2018-04-25,1308
Diabetes & Diet Tracker,MEDICAL,4.6,395,19.0,1000.0,1,9.99,Everyone,Medical,2018-07-16,1309
Block Buddy,MEDICAL,4.0,15,5.0,1000.0,1,14.99,Everyone,Medical,2018-08-01,1310
Super Hearing Secret Voices Recorder PRO,MEDICAL,5.0,3,23.0,100.0,1,2.99,Everyone,Medical,2018-04-20,1311
EMT Study - NREMT Test Prep,MEDICAL,4.3,35,0.862,5000.0,1,3.99,Everyone,Medical,2014-12-03,1312
Calcium Pro,MEDICAL,3.4,77,9.9,5000.0,1,2.99,Everyone,Medical,2017-04-18,1313
EMT PASS,MEDICAL,3.4,51,2.4,1000.0,1,29.99,Everyone,Medical,2014-10-22,1314
Pocket Lab Values,MEDICAL,4.3,214,0.899,10000.0,1,2.99,Everyone,Medical,2012-11-22,1315
Medical terms (OFFLINE),MEDICAL,4.4,104,38.0,1000.0,1,2.99,Teen,Medical,2018-05-24,1316
"Cardiac diagnosis (heart rate, arrhythmia)",MEDICAL,4.4,8,6.5,100.0,1,12.99,Everyone,Medical,2018-07-25,1317
ERres- Emergency Medicine,MEDICAL,4.2,45,14.0,1000.0,1,4.99,Everyone,Medical,2015-08-18,1318
FHR 5-Tier 2.0,MEDICAL,5.0,2,1.2,500.0,1,2.99,Everyone,Medical,2015-12-16,1319
AnatomyMapp,MEDICAL,4.1,80,48.0,5000.0,1,14.99,Everyone,Medical,2013-11-05,1320
OptoDrum,MEDICAL,3.9,10,0.37799999999999995,1000.0,1,5.99,Everyone,Medical,2015-05-26,1321
"Migraine, Headache Diary HeadApp Pro",MEDICAL,4.6,156,22.0,500.0,1,3.49,Everyone,Medical,2018-03-14,1322
Blood Pressure Companion,MEDICAL,4.2,178,4.8,1000.0,1,0.99,Everyone,Medical,2018-07-22,1323
"Muscle Premium - Human Anatomy, Kinesiology, Bones",MEDICAL,4.2,168,25.0,10000.0,1,24.99,Everyone,Medical,2017-08-11,1324
CCHT PREP,MEDICAL,3.6,25,0.266,1000.0,1,10.99,Everyone,Medical,2016-12-08,1325
Paramedic Meds,MEDICAL,4.5,163,0.375,10000.0,1,1.99,Everyone,Medical,2015-08-03,1326
OmniMedix Medical Calculator,MEDICAL,4.7,25,1.2,1000.0,1,4.99,Everyone,Medical,2016-06-11,1327
Lab Values + Medical Reference,MEDICAL,4.5,133,2.8,10000.0,1,2.99,Everyone,Medical,2014-08-02,1328
Recognise Foot,MEDICAL,4.2,9,95.0,1000.0,1,7.49,Everyone,Medical,2017-09-14,1329
Anti Mosquito simulation,MEDICAL,4.2,74,2.6,1000.0,1,1.5,Everyone,Medical,2014-09-06,1330
Pain Tracker & Diary,MEDICAL,4.3,3,4.6,100.0,1,2.99,Everyone,Medical,2018-01-02,1331
Whist - Tinnitus Relief,MEDICAL,4.1,12,5.1,1000.0,1,1.99,Everyone,Medical,2017-03-02,1332
Critical Care Paramedic Review,MEDICAL,4.4,17,1.8,1000.0,1,9.99,Everyone 10+,Medical,2018-05-14,1333
"End Anxiety Pro - Stress, Panic Attack Help",MEDICAL,4.2,33,53.0,1000.0,1,3.99,Everyone,Medical,2018-05-08,1334
Acupuncture Assistant,MEDICAL,4.5,492,39.0,10000.0,1,7.99,Everyone,Medical,2018-04-13,1335
InfantRisk Center HCP,MEDICAL,2.6,41,14.0,1000.0,1,9.99,Everyone,Medical,2015-05-06,1336
EMT Tutor NREMT-B Study Guide,MEDICAL,4.6,625,8.4,10000.0,1,3.99,Everyone,Medical,2017-01-08,1337
Hospitalist Handbook,MEDICAL,4.8,12,18.0,1000.0,1,19.99,Everyone,Medical,2017-06-05,1338
